"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29"
"1",0,0,3.98662385430094,641.734782322275,97.0529706335991,3286.58513693349,576.071278998304,9395.5910923384,3991.54465839185,232.812757465515,1374.41382975062,1480.19337964532,144.367311676201,351.312519629704,782.453901384813,349.530227086855,403.067869710796,270.432111960003,1261.36105698753,234.255268318344,4788.97041280066,3996.99103833723,480.269707895318,386.838386633645,300.000000000001,575.93868397113,403.285680653326,1088.58135902441,2634.96782372501
"2",0,0,58.5615573023852,655.661113302052,86.3109543899861,77.2801397611794,641.729411383188,16792.9830024864,5586.87963408134,164.170413801834,672.125195937273,2371.55221941967,206.054630661662,210.443223598726,966.155415276906,89.5636782984543,65.2561369374146,188.339684093416,1403.93476173225,663.712241103357,6978.28130733988,3577.03914851552,691.149226024893,387.148800943628,1943.54543952486,552.84833885424,300,1013.79464762598,3011.34172306977
"3",0,0,0,338.280809071274,89.7261102371757,4080.92911217623,642.727786238502,10901.878503254,5090.16395304511,187.332932074078,1366.29993329554,3842.82228297852,260.746713326144,412.633685549898,465.930768318913,685.177463095628,294.536915799878,241.912159972017,1366.3363805707,235.937417410684,5978.97086712372,2647.85459897183,574.968527064744,387.373320205422,1740.11308102182,556.684417049742,300.000000000001,911.78413311443,2584.17830467869
"4",0,0,58.5615573023852,437.775795224059,85.8669430944715,72.8176505711906,339.276947286062,11020.4778758972,5630.92337184928,200.266886187789,1620.08104411473,3696.46330960319,218.989217747788,661.140278553699,1369.321606608,120.095300460559,168.545078790684,116.224820191063,1631.62849998732,727.925510477734,6576.43220610643,2335.94268984804,461.35331047951,387.453412699601,1566.4224804174,535.514569954123,300,1061.72362426195,2603.31959390754
"5",0,0,3.986623854301,796.939508411436,116.605441210316,3566.48402354306,258.11551987669,11518.1287307927,5289.07339694246,224.016763836734,1429.2238413861,2977.21885207436,161.282311629957,628.117745386333,1342.94817207728,79.0462077067853,173.038150628258,166.463675809739,2097.06735895121,250.47856036749,6172.45185757085,3049.31023019822,465.39472289867,386.923827781399,10531.0125106714,578.862003965479,300.000000000001,1011.10624065253,2334.47385114481
"6",0,0,64.1173950133551,607.903977184182,93.4166588821153,3954.28822391452,622.828787117908,16336.6940703605,4919.73703228265,121.391041047757,1809.44109368162,3731.18137630994,264.75604438029,233.668232249979,498.392285366428,552.98546619823,230.698303258982,230.461199402107,1346.18744876537,823.088400515501,5400.67444090712,1998.71339603873,482.228740806635,387.0620928023,1749.39983699912,543.78459728599,300.000000000001,839.125278094014,2391.90977228171
"7",0,0,58.5615573023853,746.180310420277,61.5642033210895,3857.47464596922,462.647416453974,14380.498036368,5477.38919518845,146.257091868535,1951.18229706475,3462.3041789665,112.530666194449,514.497792429873,650.066255669983,407.861402186551,409.016837929924,106.948061846529,1291.20940778824,705.994039538695,6879.88016591019,1375.86891626512,566.034340379272,386.95967178165,1744.28334013908,515.90784946143,300.000000000001,671.467740616581,2227.84187183767
"8",0,0,67.8974198674795,742.709172142763,113.278453570674,3585.90052464396,518.506020865442,16042.0161251425,4737.50516158154,253.710525592433,2230.76659974342,2046.34705065793,251.821283399637,127.829313188017,1364.67476469633,427.712231989041,388.781638134248,81.853332684005,1837.43669817151,265.994928952139,6396.69058409534,1495.95440152963,453.991206728613,386.749519643514,300.000000000001,584.795412936038,300.000000000001,925.708023903973,2572.91325334389
"9",0,0,3.986623854301,796.941854284143,81.7772698634917,3618.91858821477,857.620371918105,12728.2408274491,6091.36801180811,171.128246241928,2228.34568149629,2673.11370385035,98.6012038622653,386.082630851276,1228.1880479038,282.252793501935,82.2078696656961,84.7488409088958,1457.77088348673,931.740097235005,7492.44114805683,1252.52379605978,488.414942639097,386.841412059534,200.000000000001,913.882133234872,300.000000000001,1205.30435336301,2418.18592043778
"10",0,0,58.5615573023852,596.111567016577,81.3450883206101,5490.11353566752,478.565082506332,9886.28603545746,5506.66353752303,238.848005071057,1399.49013011349,2054.50473404353,368.259361978388,302.252128798072,811.548675280957,596.749058943975,352.437705664992,204.444212927595,1477.73697571719,737.096122048888,8546.39108967786,1475.31437780931,488.381329845467,399.239508373362,1541.02521820635,568.390614116262,451.711289945139,867.119047771975,2418.53008487569
