"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29"
"16",0,100,158.561557302385,110.944549628026,100.00000014009,133.937374585832,108.95463151384,100,756.239254459259,119.905950904756,1133.50874684835,106.26177421158,235.409786738839,438.905126616172,258.372767082989,181.269679724225,296.399431542882,216.307670547087,895.552772473019,321.977409884335,3571.00214449364,456.151402454229,530.36922666912,486.743704006067,945.803660499645,624.714037310925,400.000000000001,586.184986094845,2236.83333903839
"17",0,100,158.561557302385,104.974795285466,100,137.154269560882,106.964713399653,100,2119.79178912492,231.615777293682,626.123879628467,211.906514476496,227.44731389026,488.86730787581,581.292167775943,171.622199733143,355.014032118841,189.358552346236,256.568720048617,306.153128684659,3402.99673349295,462.006354518383,520.933247434619,486.771033201956,1019.16507498245,607.248810597733,503.285680653326,552.205237872506,2261.85655256453
"18",0,100,158.561557302385,105.96975434256,100,139.195504228238,111.93950868512,100,2896.31827203896,268.428096994719,1730.487716599,126.331568517373,192.631156550301,240.729477259682,522.158139568989,168.870594048287,312.744501660426,178.694394735605,498.093397724709,323.50851928301,200.000000000001,465.095847364757,515.964229679875,486.754828106628,854.383366592991,609.626179423,400,541.21872797538,2598.95443904099
"19",0,100,158.561557302385,106.964713399653,100.000001098088,136.614686028284,109.949590570933,100,3124.46801309559,172.638375847812,1987.24067330783,123.130031378078,226.458376134653,342.173863481991,358.8381444863,150.688323898279,197.552336045652,217.489879766732,392.410240330871,316.176338384875,2106.24994707349,462.650920692136,526.708154692695,486.78119584107,898.407781014572,625.356786714274,503.285680653326,550.084465263439,2178.81264275868
"20",0,100,158.561557302385,112.934467742213,100,134.666056868914,108.95463151384,100,2306.44179281746,119.899145831694,1218.65511591494,291.587572112598,209.54139143865,310.603764044026,242.405110966037,178.312071484864,428.681627918328,175.539373933718,771.760538990462,309.606644070309,200.000000000001,453.973631218458,518.935470246545,486.701209162916,898.407781014572,609.33604067859,503.285680653326,549.061234964143,2306.11903652842
"21",0,100,158.561557302385,108.95463151384,100,132.673710258714,107.959672456746,100,3329.57736469214,192.530410559242,2057.25130535343,118.935869932273,258.297397805653,342.745576680034,103.516510808159,149.941877422447,292.536218612079,136.530667886241,314.846925562147,309.070272599994,4280.25306924039,463.553116607963,532.677974408051,486.691308588737,920.524141009071,615.431851290916,400,597.002521396368,2424.8667818037
"22",0,100,158.561557302385,111.93950868512,100,137.140439034731,104.974795285466,100,3080.27219108583,220.671242779113,1026.89259899561,128.490092467796,210.539314120916,351.467105516238,107.429997178963,150.144819907638,339.831893374921,198.871308873067,300.78168027579,319.110344003459,2390.05508634944,462.415716914913,540.891361679368,486.812417318477,886.88628920267,611.226731675109,400.000000000001,553.783574285854,2263.85839889263
"23",0,100,158.561557302385,107.959672456746,100.000000036287,140.502793800701,111.93950868512,100,1342.53096414258,195.52213337991,1571.43124526255,159.708333473443,240.388660159687,433.673253663861,120.189478530117,149.123304903434,384.850305152055,182.669515431247,270.944317861313,317.195453451506,2514.80126053443,447.489938064847,518.531878313484,486.717736024999,983.032953826206,604.45410542054,503.285680653326,557.948457882855,2127.06010804361
"24",1.4210854715202e-14,100,164.117395013355,103.979836228373,100,136.02102670052,106.964713399653,100,816.745028419617,126.863833996814,1235.6485345715,132.068855915167,255.307787081899,377.593766219369,452.229947208609,147.647939475379,304.1133923487,170.940808282919,358.692424924498,310.54143101615,200.000000000001,469.257280239016,527.282356174262,486.767505584737,1041.13539742234,624.7327047579,513.975165773641,563.63488644627,2169.26593296682
"25",0,100,164.117395013355,112.934467742213,100,136.01541901254,106.964713399653,100,2333.43943606181,155.717459569352,1531.83358989006,197.273943281859,218.500101160082,400.32469605166,114.730831534938,156.271521054182,176.231325320216,207.61168660225,261.937808862338,317.11425379109,2061.59000391521,460.494736967348,520.393618554748,486.765848409994,884.681996328576,615.444773735712,503.285680653326,537.217185977263,2201.19162377145
